,station,date,prcp,tobs
3938,USC00513117,5/22/2013,0,69
6367,USC00514830,5/22/2013,0,76
8199,USC00517948,5/22/2013,0.02,77
10745,USC00519523,5/22/2013,0,78
13419,USC00519281,5/22/2013,0,75
16172,USC00511918,5/22/2013,0,66
18113,USC00516128,5/22/2013,0,75
1178,USC00519397,5/23/2013,0,79
3939,USC00513117,5/23/2013,0,73
6368,USC00514830,5/23/2013,0,77
8200,USC00517948,5/23/2013,0,80
10746,USC00519523,5/23/2013,0.03,77
13420,USC00519281,5/23/2013,0,73
16173,USC00511918,5/23/2013,0,68
18114,USC00516128,5/23/2013,0,75
1179,USC00519397,5/24/2013,0,79
3940,USC00513117,5/24/2013,0,75
6369,USC00514830,5/24/2013,0,77
8201,USC00517948,5/24/2013,0,73
10747,USC00519523,5/24/2013,0,76
13421,USC00519281,5/24/2013,0,74
16174,USC00511918,5/24/2013,0,73
18115,USC00516128,5/24/2013,0,73
1180,USC00519397,5/25/2013,0,77
3941,USC00513117,5/25/2013,0.12,74
6370,USC00514830,5/25/2013,0.08,76
10748,USC00519523,5/25/2013,0.08,77
13422,USC00519281,5/25/2013,0.13,78
16175,USC00511918,5/25/2013,0,78
18116,USC00516128,5/25/2013,0.28,71
1181,USC00519397,5/26/2013,0,77
3942,USC00513117,5/26/2013,0.18,75
10749,USC00519523,5/26/2013,0.06,75
13423,USC00519281,5/26/2013,0.03,78
16176,USC00511918,5/26/2013,0,82
18117,USC00516128,5/26/2013,0.98,71
1182,USC00519397,5/27/2013,0,78
3943,USC00513117,5/27/2013,0.02,74
10750,USC00519523,5/27/2013,0,77
13424,USC00519281,5/27/2013,0.05,79
16177,USC00511918,5/27/2013,0,79
18118,USC00516128,5/27/2013,0.06,72
1183,USC00519397,5/28/2013,0.04,77
3944,USC00513117,5/28/2013,0.06,73
6372,USC00514830,5/28/2013,0.09,76
10751,USC00519523,5/28/2013,0.1,78
13425,USC00519281,5/28/2013,0.04,74
16178,USC00511918,5/28/2013,0,70
18119,USC00516128,5/28/2013,1.73,69
1184,USC00519397,5/29/2013,0,78
3945,USC00513117,5/29/2013,0.21,71
6373,USC00514830,5/29/2013,0.63,74
10752,USC00519523,5/29/2013,0,72
13426,USC00519281,5/29/2013,1.87,71
16179,USC00511918,5/29/2013,0,71
18120,USC00516128,5/29/2013,2.41,72
1185,USC00519397,5/30/2013,0.03,77
3946,USC00513117,5/30/2013,0.74,77
6374,USC00514830,5/30/2013,1.07,77
10753,USC00519523,5/30/2013,0,76
13427,USC00519281,5/30/2013,4.07,74
16180,USC00511918,5/30/2013,0,69
18121,USC00516128,5/30/2013,0.39,72
1186,USC00519397,5/31/2013,0,79
3947,USC00513117,5/31/2013,0.04,74
6375,USC00514830,5/31/2013,0,76
10754,USC00519523,5/31/2013,0,77
13428,USC00519281,5/31/2013,0.01,72
16181,USC00511918,5/31/2013,0,70
18122,USC00516128,5/31/2013,0.27,71
1187,USC00519397,6/1/2013,0.01,79
3948,USC00513117,6/1/2013,0.05,75
10755,USC00519523,6/1/2013,0,76
13429,USC00519281,6/1/2013,0.06,81
16182,USC00511918,6/1/2013,0,80
18123,USC00516128,6/1/2013,0.71,78
1188,USC00519397,6/2/2013,0,78
3949,USC00513117,6/2/2013,0.02,75
10756,USC00519523,6/2/2013,0.08,76
13430,USC00519281,6/2/2013,0.17,74
16183,USC00511918,6/2/2013,0,81
18124,USC00516128,6/2/2013,0.81,72
1189,USC00519397,6/3/2013,0,79
3950,USC00513117,6/3/2013,0.02,75
10757,USC00519523,6/3/2013,0.02,77
13431,USC00519281,6/3/2013,0.08,74
16184,USC00511918,6/3/2013,0,75
18125,USC00516128,6/3/2013,0.49,73
1190,USC00519397,6/4/2013,0,78
3951,USC00513117,6/4/2013,0,75
6377,USC00514830,6/4/2013,0,76
10758,USC00519523,6/4/2013,0,78
13432,USC00519281,6/4/2013,0,73
16185,USC00511918,6/4/2013,0,80
18126,USC00516128,6/4/2013,0.03,71
1191,USC00519397,6/5/2013,0,78
3952,USC00513117,6/5/2013,0,74
6378,USC00514830,6/5/2013,0,78
8204,USC00517948,6/5/2013,0.02,78
10759,USC00519523,6/5/2013,0,79
13433,USC00519281,6/5/2013,0,73
16186,USC00511918,6/5/2013,0,73
18127,USC00516128,6/5/2013,0,72
1192,USC00519397,6/6/2013,0,79
3953,USC00513117,6/6/2013,0.03,74
6379,USC00514830,6/6/2013,0,76
8205,USC00517948,6/6/2013,0,78
10760,USC00519523,6/6/2013,0,79
13434,USC00519281,6/6/2013,0,72
16187,USC00511918,6/6/2013,0,74
18128,USC00516128,6/6/2013,0.14,72
1193,USC00519397,6/7/2013,0,77
3954,USC00513117,6/7/2013,0,74
6380,USC00514830,6/7/2013,0.01,76
8206,USC00517948,6/7/2013,0,75
10761,USC00519523,6/7/2013,0.07,75
13435,USC00519281,6/7/2013,0,73
16188,USC00511918,6/7/2013,0,73
18129,USC00516128,6/7/2013,0.07,71
1194,USC00519397,6/8/2013,0,77
3955,USC00513117,6/8/2013,0,75
6381,USC00514830,6/8/2013,0,78
10762,USC00519523,6/8/2013,0,79
13436,USC00519281,6/8/2013,0,77
16189,USC00511918,6/8/2013,0,81
18130,USC00516128,6/8/2013,0.08,74
1195,USC00519397,6/9/2013,0,77
3956,USC00513117,6/9/2013,0,75
6382,USC00514830,6/9/2013,0.01,79
10763,USC00519523,6/9/2013,0,79
13437,USC00519281,6/9/2013,0,73
16190,USC00511918,6/9/2013,0,79
18131,USC00516128,6/9/2013,0.02,71
1196,USC00519397,6/10/2013,0,77
3957,USC00513117,6/10/2013,0.02,74
6383,USC00514830,6/10/2013,0,77
8207,USC00517948,6/10/2013,0,77
10764,USC00519523,6/10/2013,0,75
13438,USC00519281,6/10/2013,0.01,73
16191,USC00511918,6/10/2013,0,78
18132,USC00516128,6/10/2013,0.02,72
1197,USC00519397,6/11/2013,0,77
3958,USC00513117,6/11/2013,0,75
6384,USC00514830,6/11/2013,0,76
10765,USC00519523,6/11/2013,0,77
13439,USC00519281,6/11/2013,0.02,75
16192,USC00511918,6/11/2013,0,74
18133,USC00516128,6/11/2013,0.05,72
1198,USC00519397,6/12/2013,0,78
3959,USC00513117,6/12/2013,0,75
6385,USC00514830,6/12/2013,0.04,77
10766,USC00519523,6/12/2013,0,81
13440,USC00519281,6/12/2013,0,72
16193,USC00511918,6/12/2013,0,74
18134,USC00516128,6/12/2013,0.28,74
1199,USC00519397,6/13/2013,0,77
3960,USC00513117,6/13/2013,0.02,74
6386,USC00514830,6/13/2013,0.08,77
10767,USC00519523,6/13/2013,0,76
13441,USC00519281,6/13/2013,0.1,72
16194,USC00511918,6/13/2013,0,73
18135,USC00516128,6/13/2013,0.47,72
1200,USC00519397,6/14/2013,0.37,76
3961,USC00513117,6/14/2013,0.08,72
6387,USC00514830,6/14/2013,0.03,76
10768,USC00519523,6/14/2013,0.28,75
13442,USC00519281,6/14/2013,0.16,73
16195,USC00511918,6/14/2013,0.07,73
18136,USC00516128,6/14/2013,2.56,69
1201,USC00519397,6/15/2013,0,78
3962,USC00513117,6/15/2013,0.01,74
10769,USC00519523,6/15/2013,0,78
13443,USC00519281,6/15/2013,0.1,73
16196,USC00511918,6/15/2013,0,77
18137,USC00516128,6/15/2013,0.11,70
1202,USC00519397,6/16/2013,0,78
3963,USC00513117,6/16/2013,0,74
10770,USC00519523,6/16/2013,0,81
13444,USC00519281,6/16/2013,0.03,75
16197,USC00511918,6/16/2013,0,77
18138,USC00516128,6/16/2013,0.3,76
1203,USC00519397,6/17/2013,0,77
3964,USC00513117,6/17/2013,0.01,74
6389,USC00514830,6/17/2013,0.04,76
10771,USC00519523,6/17/2013,0,76
13445,USC00519281,6/17/2013,0.05,72
16198,USC00511918,6/17/2013,0,74
18139,USC00516128,6/17/2013,0.43,70
1204,USC00519397,6/18/2013,0.01,78
3965,USC00513117,6/18/2013,0.02,74
6390,USC00514830,6/18/2013,0.04,76
8212,USC00517948,6/18/2013,0.08,77
10772,USC00519523,6/18/2013,0,76
13446,USC00519281,6/18/2013,0.04,73
16199,USC00511918,6/18/2013,0,73
18140,USC00516128,6/18/2013,0.44,71
1205,USC00519397,6/19/2013,0,78
3966,USC00513117,6/19/2013,0,74
6391,USC00514830,6/19/2013,0.08,77
8213,USC00517948,6/19/2013,0,80
10773,USC00519523,6/19/2013,0,76
13447,USC00519281,6/19/2013,0.01,70
16200,USC00511918,6/19/2013,0,70
18141,USC00516128,6/19/2013,0.05,73
1206,USC00519397,6/20/2013,0.04,73
3967,USC00513117,6/20/2013,0,72
6392,USC00514830,6/20/2013,0.01,71
8214,USC00517948,6/20/2013,0.04,70
10774,USC00519523,6/20/2013,0.07,72
13448,USC00519281,6/20/2013,0.02,69
16201,USC00511918,6/20/2013,0,69
18142,USC00516128,6/20/2013,0.18,68
1207,USC00519397,6/21/2013,0.12,76
3968,USC00513117,6/21/2013,0.22,70
8215,USC00517948,6/21/2013,0.08,78
10775,USC00519523,6/21/2013,0.32,73
13449,USC00519281,6/21/2013,0.53,68
16202,USC00511918,6/21/2013,0.05,72
18143,USC00516128,6/21/2013,1.53,68
1208,USC00519397,6/22/2013,0.04,77
3969,USC00513117,6/22/2013,0.27,75
10776,USC00519523,6/22/2013,0.13,74
13450,USC00519281,6/22/2013,0.88,75
16203,USC00511918,6/22/2013,0,79
18144,USC00516128,6/22/2013,1.96,69
1209,USC00519397,6/23/2013,0.02,75
3970,USC00513117,6/23/2013,0.03,74
10777,USC00519523,6/23/2013,0.08,74
13451,USC00519281,6/23/2013,0.03,74
16204,USC00511918,6/23/2013,0,77
18145,USC00516128,6/23/2013,0.67,70
1210,USC00519397,6/24/2013,0.35,76
3971,USC00513117,6/24/2013,0.02,71
10778,USC00519523,6/24/2013,0.01,75
13452,USC00519281,6/24/2013,0.22,73
16205,USC00511918,6/24/2013,0,70
18146,USC00516128,6/24/2013,0.62,69
1211,USC00519397,6/25/2013,0.03,74
3972,USC00513117,6/25/2013,0.05,71
10779,USC00519523,6/25/2013,0.18,73
13453,USC00519281,6/25/2013,0.36,70
16206,USC00511918,6/25/2013,0.02,71
18147,USC00516128,6/25/2013,2.03,69
1212,USC00519397,6/26/2013,0.01,75
3973,USC00513117,6/26/2013,1,70
6394,USC00514830,6/26/2013,0.17,72
10780,USC00519523,6/26/2013,0.42,73
13454,USC00519281,6/26/2013,0.82,70
16207,USC00511918,6/26/2013,0.06,67
18148,USC00516128,6/26/2013,2.8,70
1213,USC00519397,6/27/2013,0,77
3974,USC00513117,6/27/2013,0.1,73
6395,USC00514830,6/27/2013,0,77
8218,USC00517948,6/27/2013,0.01,72
10781,USC00519523,6/27/2013,0.02,76
13455,USC00519281,6/27/2013,0.07,71
16208,USC00511918,6/27/2013,0,66
18149,USC00516128,6/27/2013,0.06,71
1214,USC00519397,6/28/2013,0,76
3975,USC00513117,6/28/2013,0.02,71
13456,USC00519281,6/28/2013,0.04,70
16209,USC00511918,6/28/2013,0,78
18150,USC00516128,6/28/2013,0.34,70
1215,USC00519397,6/29/2013,0.03,77
3976,USC00513117,6/29/2013,0.22,71
10782,USC00519523,6/29/2013,0.05,73
13457,USC00519281,6/29/2013,0.43,70
16210,USC00511918,6/29/2013,0.08,80
18151,USC00516128,6/29/2013,0.53,67
1216,USC00519397,6/30/2013,0.01,78
3977,USC00513117,6/30/2013,0.01,77
10783,USC00519523,6/30/2013,0,79
13458,USC00519281,6/30/2013,0.71,75
16211,USC00511918,6/30/2013,0,80
18152,USC00516128,6/30/2013,0.83,72
1217,USC00519397,7/1/2013,0,78
6396,USC00514830,7/1/2013,0,76
8220,USC00517948,7/1/2013,0.03,76
10784,USC00519523,7/1/2013,0,75
13459,USC00519281,7/1/2013,0,72
16212,USC00511918,7/1/2013,0,68
18153,USC00516128,7/1/2013,0,73
1218,USC00519397,7/2/2013,0,77
3978,USC00513117,7/2/2013,0.02,75
6397,USC00514830,7/2/2013,0.14,75
8221,USC00517948,7/2/2013,0.04,75
10785,USC00519523,7/2/2013,0.16,73
13460,USC00519281,7/2/2013,0.09,71
16213,USC00511918,7/2/2013,0,72
18154,USC00516128,7/2/2013,0.43,69
1219,USC00519397,7/3/2013,0.03,77
3979,USC00513117,7/3/2013,0.18,72
6398,USC00514830,7/3/2013,0.03,75
8222,USC00517948,7/3/2013,0.08,77
10786,USC00519523,7/3/2013,0,76
13461,USC00519281,7/3/2013,0.38,69
16214,USC00511918,7/3/2013,0.04,69
18155,USC00516128,7/3/2013,0.51,72
1220,USC00519397,7/4/2013,0,78
3980,USC00513117,7/4/2013,0.01,75
6399,USC00514830,7/4/2013,0,79
10787,USC00519523,7/4/2013,0,78
13462,USC00519281,7/4/2013,0.12,76
16215,USC00511918,7/4/2013,0,78
18156,USC00516128,7/4/2013,0.22,73
1221,USC00519397,7/5/2013,0,73
3981,USC00513117,7/5/2013,0,69
6400,USC00514830,7/5/2013,0,75
10788,USC00519523,7/5/2013,0,71
13463,USC00519281,7/5/2013,0,66
16216,USC00511918,7/5/2013,0,76
18157,USC00516128,7/5/2013,0,67
1222,USC00519397,7/6/2013,0,76
3982,USC00513117,7/6/2013,0,72
6401,USC00514830,7/6/2013,0,79
10789,USC00519523,7/6/2013,0,73
13464,USC00519281,7/6/2013,0.01,77
16217,USC00511918,7/6/2013,0,79
18158,USC00516128,7/6/2013,0,73
1223,USC00519397,7/7/2013,0,75
3983,USC00513117,7/7/2013,0,78
10790,USC00519523,7/7/2013,0,77
13465,USC00519281,7/7/2013,0,75
16218,USC00511918,7/7/2013,0,75
18159,USC00516128,7/7/2013,0,70
1224,USC00519397,7/8/2013,0,79
3984,USC00513117,7/8/2013,0.03,75
10791,USC00519523,7/8/2013,0.02,77
13466,USC00519281,7/8/2013,0.01,75
16219,USC00511918,7/8/2013,0,70
18160,USC00516128,7/8/2013,0.01,72
1225,USC00519397,7/9/2013,0,80
3985,USC00513117,7/9/2013,0,76
6403,USC00514830,7/9/2013,0,79
10792,USC00519523,7/9/2013,0,78
13467,USC00519281,7/9/2013,0,75
16220,USC00511918,7/9/2013,0,81
18161,USC00516128,7/9/2013,0.24,74
1226,USC00519397,7/10/2013,0,79
3986,USC00513117,7/10/2013,0.15,75
6404,USC00514830,7/10/2013,0.12,74
10793,USC00519523,7/10/2013,0.07,77
13468,USC00519281,7/10/2013,0.12,72
16221,USC00511918,7/10/2013,0,77
18162,USC00516128,7/10/2013,0.21,70
1227,USC00519397,7/11/2013,0.03,77
3987,USC00513117,7/11/2013,0.05,74
6405,USC00514830,7/11/2013,0.01,76
10794,USC00519523,7/11/2013,0.06,76
13469,USC00519281,7/11/2013,0.04,74
16222,USC00511918,7/11/2013,0,76
18163,USC00516128,7/11/2013,0.26,71
1228,USC00519397,7/12/2013,0.01,79
3988,USC00513117,7/12/2013,0.06,74
6406,USC00514830,7/12/2013,0.12,76
8228,USC00517948,7/12/2013,0.04,72
10795,USC00519523,7/12/2013,0.02,76
13470,USC00519281,7/12/2013,0.09,72
16223,USC00511918,7/12/2013,0,72
18164,USC00516128,7/12/2013,0.43,71
1229,USC00519397,7/13/2013,0,78
3989,USC00513117,7/13/2013,0.01,75
6407,USC00514830,7/13/2013,0.15,78
10796,USC00519523,7/13/2013,0,76
13471,USC00519281,7/13/2013,0.07,78
16224,USC00511918,7/13/2013,0,75
1230,USC00519397,7/14/2013,0,78
3990,USC00513117,7/14/2013,0,77
6408,USC00514830,7/14/2013,0,80
10797,USC00519523,7/14/2013,0,81
13472,USC00519281,7/14/2013,0,78
16225,USC00511918,7/14/2013,0,81
1231,USC00519397,7/15/2013,0,78
3991,USC00513117,7/15/2013,0,73
6409,USC00514830,7/15/2013,0,78
10798,USC00519523,7/15/2013,0,76
13473,USC00519281,7/15/2013,0,72
16226,USC00511918,7/15/2013,0,72
18166,USC00516128,7/15/2013,0.2,73
1232,USC00519397,7/16/2013,0,78
3992,USC00513117,7/16/2013,0,75
6410,USC00514830,7/16/2013,0,77
8229,USC00517948,7/16/2013,0,78
10799,USC00519523,7/16/2013,0,78
13474,USC00519281,7/16/2013,0.02,72
16227,USC00511918,7/16/2013,0,71
18167,USC00516128,7/16/2013,0.26,71
1233,USC00519397,7/17/2013,0,78
3993,USC00513117,7/17/2013,0,77
6411,USC00514830,7/17/2013,0,77
8230,USC00517948,7/17/2013,0.02,79
10800,USC00519523,7/17/2013,0,77
13475,USC00519281,7/17/2013,0,74
16228,USC00511918,7/17/2013,0,71
1234,USC00519397,7/18/2013,0,78
3994,USC00513117,7/18/2013,0.03,75
6412,USC00514830,7/18/2013,0,76
10801,USC00519523,7/18/2013,0,76
13476,USC00519281,7/18/2013,0,74
16229,USC00511918,7/18/2013,0,73
1235,USC00519397,7/19/2013,0,78
3995,USC00513117,7/19/2013,0.05,74
6413,USC00514830,7/19/2013,0.05,78
10802,USC00519523,7/19/2013,0,78
13477,USC00519281,7/19/2013,0.1,70
16230,USC00511918,7/19/2013,0,81
1236,USC00519397,7/20/2013,0,78
3996,USC00513117,7/20/2013,0.05,75
6414,USC00514830,7/20/2013,0.08,79
10803,USC00519523,7/20/2013,0,79
13478,USC00519281,7/20/2013,0.31,78
1237,USC00519397,7/21/2013,0.07,78
3997,USC00513117,7/21/2013,0.01,79
10804,USC00519523,7/21/2013,0,79
13479,USC00519281,7/21/2013,0.24,78
16231,USC00511918,7/21/2013,0,80
1238,USC00519397,7/22/2013,0,79
3998,USC00513117,7/22/2013,0.3,74
10805,USC00519523,7/22/2013,0.2,75
13480,USC00519281,7/22/2013,0,72
16232,USC00511918,7/22/2013,0,73
1239,USC00519397,7/23/2013,0,77
3999,USC00513117,7/23/2013,0.83,73
6416,USC00514830,7/23/2013,0.14,76
8232,USC00517948,7/23/2013,0.26,80
10806,USC00519523,7/23/2013,0.2,74
13481,USC00519281,7/23/2013,0.58,73
16233,USC00511918,7/23/2013,0,75
18169,USC00516128,7/23/2013,0.63,73
4000,USC00513117,7/24/2013,0,76
6417,USC00514830,7/24/2013,0,77
8233,USC00517948,7/24/2013,0.02,79
10807,USC00519523,7/24/2013,0.01,77
13482,USC00519281,7/24/2013,0,75
16234,USC00511918,7/24/2013,0,69
1241,USC00519397,7/25/2013,0,78
4001,USC00513117,7/25/2013,0,75
6418,USC00514830,7/25/2013,0,77
8234,USC00517948,7/25/2013,0.01,80
10808,USC00519523,7/25/2013,0,81
13483,USC00519281,7/25/2013,0,69
16235,USC00511918,7/25/2013,0,67
1242,USC00519397,7/26/2013,0,78
4002,USC00513117,7/26/2013,0,75
6419,USC00514830,7/26/2013,0,77
10809,USC00519523,7/26/2013,0,79
13484,USC00519281,7/26/2013,0.01,72
16236,USC00511918,7/26/2013,0,71
18171,USC00516128,7/26/2013,0,71
1243,USC00519397,7/27/2013,0,78
6420,USC00514830,7/27/2013,0,79
13485,USC00519281,7/27/2013,0,81
16237,USC00511918,7/27/2013,0,78
18172,USC00516128,7/27/2013,0.07,72
1244,USC00519397,7/28/2013,0.02,76
13486,USC00519281,7/28/2013,0.02,75
16238,USC00511918,7/28/2013,0.02,77
18173,USC00516128,7/28/2013,0.53,72
1245,USC00519397,7/29/2013,0.06,78
4004,USC00513117,7/29/2013,0.16,75
10811,USC00519523,7/29/2013,0.2,77
13487,USC00519281,7/29/2013,0.23,78
16239,USC00511918,7/29/2013,0.02,75
1246,USC00519397,7/30/2013,0.74,79
4005,USC00513117,7/30/2013,0.08,78
6422,USC00514830,7/30/2013,0.11,78
10812,USC00519523,7/30/2013,0.27,79
13488,USC00519281,7/30/2013,0.12,76
16240,USC00511918,7/30/2013,0.5,79
1247,USC00519397,7/31/2013,0.01,79
4006,USC00513117,7/31/2013,0.08,76
6423,USC00514830,7/31/2013,0.05,74
10813,USC00519523,7/31/2013,0.08,78
13489,USC00519281,7/31/2013,0.4,76
16241,USC00511918,7/31/2013,0.01,78
18175,USC00516128,7/31/2013,0.53,72
1248,USC00519397,8/1/2013,0.02,79
4007,USC00513117,8/1/2013,0.06,75
8237,USC00517948,8/1/2013,0.5,78
10814,USC00519523,8/1/2013,0.15,77
13490,USC00519281,8/1/2013,0.1,76
16242,USC00511918,8/1/2013,0,76
1249,USC00519397,8/2/2013,0,78
4008,USC00513117,8/2/2013,0,76
8238,USC00517948,8/2/2013,0.02,76
10815,USC00519523,8/2/2013,0.04,76
13491,USC00519281,8/2/2013,0.13,72
16243,USC00511918,8/2/2013,0,74
1250,USC00519397,8/3/2013,0,78
4009,USC00513117,8/3/2013,0.04,77
10816,USC00519523,8/3/2013,0,77
13492,USC00519281,8/3/2013,0.11,77
16244,USC00511918,8/3/2013,0,79
18177,USC00516128,8/3/2013,0.06,72
1251,USC00519397,8/4/2013,0,77
4010,USC00513117,8/4/2013,0.03,78
10817,USC00519523,8/4/2013,0,79
13493,USC00519281,8/4/2013,0.02,78
16245,USC00511918,8/4/2013,0,79
18178,USC00516128,8/4/2013,0.29,69
1252,USC00519397,8/5/2013,0,79
4011,USC00513117,8/5/2013,0.02,76
9460,USC00518838,8/5/2013,0.01,79
10818,USC00519523,8/5/2013,0,77
13494,USC00519281,8/5/2013,0.12,71
16246,USC00511918,8/5/2013,0,69
18179,USC00516128,8/5/2013,0.34,72
1253,USC00519397,8/6/2013,0,79
4012,USC00513117,8/6/2013,0,76
9461,USC00518838,8/6/2013,0.02,80
10819,USC00519523,8/6/2013,0,77
13495,USC00519281,8/6/2013,0.09,74
16247,USC00511918,8/6/2013,0,74
18180,USC00516128,8/6/2013,0.23,74
1254,USC00519397,8/7/2013,0,79
4013,USC00513117,8/7/2013,0,81
9462,USC00518838,8/7/2013,0,80
10820,USC00519523,8/7/2013,0,76
13496,USC00519281,8/7/2013,0,72
16248,USC00511918,8/7/2013,0,72
18181,USC00516128,8/7/2013,0,74
1255,USC00519397,8/8/2013,0,79
4014,USC00513117,8/8/2013,0,75
8242,USC00517948,8/8/2013,0,81
9463,USC00518838,8/8/2013,0,72
10821,USC00519523,8/8/2013,0,77
13497,USC00519281,8/8/2013,0,72
16249,USC00511918,8/8/2013,0,68
18182,USC00516128,8/8/2013,0,73
1256,USC00519397,8/9/2013,0,78
4015,USC00513117,8/9/2013,0.01,72
8243,USC00517948,8/9/2013,0,76
9464,USC00518838,8/9/2013,0,80
10822,USC00519523,8/9/2013,0,76
13498,USC00519281,8/9/2013,0.2,70
16250,USC00511918,8/9/2013,0,75
18183,USC00516128,8/9/2013,0.1,71
1257,USC00519397,8/10/2013,0.03,76
4016,USC00513117,8/10/2013,1.9,72
10823,USC00519523,8/10/2013,1.67,73
13499,USC00519281,8/10/2013,3.79,71
16251,USC00511918,8/10/2013,0.07,73
18184,USC00516128,8/10/2013,4.32,75
1258,USC00519397,8/11/2013,0.05,79
4017,USC00513117,8/11/2013,1.09,76
10824,USC00519523,8/11/2013,0.42,82
13500,USC00519281,8/11/2013,1.26,74
16252,USC00511918,8/11/2013,0,81
18185,USC00516128,8/11/2013,0.96,72
1259,USC00519397,8/12/2013,0,79
4018,USC00513117,8/12/2013,0.03,76
10825,USC00519523,8/12/2013,0.01,77
13501,USC00519281,8/12/2013,0.09,74
16253,USC00511918,8/12/2013,0,77
18186,USC00516128,8/12/2013,0.36,74
1260,USC00519397,8/13/2013,0,79
4019,USC00513117,8/13/2013,0,76
8245,USC00517948,8/13/2013,0,75
10826,USC00519523,8/13/2013,0,77
13502,USC00519281,8/13/2013,0.03,75
16254,USC00511918,8/13/2013,0,74
18187,USC00516128,8/13/2013,0,73
1261,USC00519397,8/14/2013,0.02,78
4020,USC00513117,8/14/2013,0.05,76
8246,USC00517948,8/14/2013,0.04,79
10827,USC00519523,8/14/2013,0.05,77
13503,USC00519281,8/14/2013,0.18,75
16255,USC00511918,8/14/2013,0,75
18188,USC00516128,8/14/2013,0.22,73
1262,USC00519397,8/15/2013,0,78
4021,USC00513117,8/15/2013,0,76
8247,USC00517948,8/15/2013,0,79
10828,USC00519523,8/15/2013,0,76
13504,USC00519281,8/15/2013,0,74
16256,USC00511918,8/15/2013,0,69
1263,USC00519397,8/16/2013,0.01,76
4022,USC00513117,8/16/2013,0.07,75
10829,USC00519523,8/16/2013,0.05,77
13505,USC00519281,8/16/2013,0.04,71
16257,USC00511918,8/16/2013,0.01,82
1264,USC00519397,8/17/2013,0,78
4023,USC00513117,8/17/2013,0,77
10830,USC00519523,8/17/2013,0,79
13506,USC00519281,8/17/2013,0,75
16258,USC00511918,8/17/2013,0,80
18190,USC00516128,8/17/2013,0,74
1265,USC00519397,8/18/2013,0,78
4024,USC00513117,8/18/2013,0,77
10831,USC00519523,8/18/2013,0,82
13507,USC00519281,8/18/2013,0,76
16259,USC00511918,8/18/2013,0,84
18191,USC00516128,8/18/2013,0,73
1266,USC00519397,8/19/2013,0,77
4025,USC00513117,8/19/2013,0,74
9467,USC00518838,8/19/2013,0,78
10832,USC00519523,8/19/2013,0,73
13508,USC00519281,8/19/2013,0,70
16260,USC00511918,8/19/2013,0,69
18192,USC00516128,8/19/2013,0.03,73
1267,USC00519397,8/20/2013,0,74
4026,USC00513117,8/20/2013,0,73
6425,USC00514830,8/20/2013,0,76
10833,USC00519523,8/20/2013,0,73
13509,USC00519281,8/20/2013,0,71
16261,USC00511918,8/20/2013,0,68
18193,USC00516128,8/20/2013,0.02,78
1268,USC00519397,8/21/2013,0.25,77
4027,USC00513117,8/21/2013,0.57,73
6426,USC00514830,8/21/2013,0.43,77
9468,USC00518838,8/21/2013,0,78
10834,USC00519523,8/21/2013,0.43,73
13510,USC00519281,8/21/2013,0.67,71
16262,USC00511918,8/21/2013,0,71
18194,USC00516128,8/21/2013,0.09,73
1269,USC00519397,8/22/2013,0,79
4028,USC00513117,8/22/2013,0,76
6427,USC00514830,8/22/2013,0,79
9469,USC00518838,8/22/2013,0.01,74
10835,USC00519523,8/22/2013,0,78
13511,USC00519281,8/22/2013,0,72
16263,USC00511918,8/22/2013,0,70
1270,USC00519397,8/23/2013,0,77
4029,USC00513117,8/23/2013,0,77
6428,USC00514830,8/23/2013,0,76
9470,USC00518838,8/23/2013,0.01,80
10836,USC00519523,8/23/2013,0,74
13512,USC00519281,8/23/2013,0,74
16264,USC00511918,8/23/2013,0,71
1271,USC00519397,8/24/2013,0,79
4030,USC00513117,8/24/2013,0,78
10837,USC00519523,8/24/2013,0.05,78
13513,USC00519281,8/24/2013,0.02,77
16265,USC00511918,8/24/2013,0,80
18196,USC00516128,8/24/2013,0.17,77
1272,USC00519397,8/25/2013,0,80
4031,USC00513117,8/25/2013,0,77
10838,USC00519523,8/25/2013,0,80
13514,USC00519281,8/25/2013,0,77
16266,USC00511918,8/25/2013,0,81
1273,USC00519397,8/26/2013,0,80
4032,USC00513117,8/26/2013,0,84
6430,USC00514830,8/26/2013,0,79
10839,USC00519523,8/26/2013,0,78
13515,USC00519281,8/26/2013,0,75
16267,USC00511918,8/26/2013,0,76
1274,USC00519397,8/27/2013,0,79
4033,USC00513117,8/27/2013,0,76
6431,USC00514830,8/27/2013,0,78
8253,USC00517948,8/27/2013,0,80
9471,USC00518838,8/27/2013,0,79
10840,USC00519523,8/27/2013,0,77
13516,USC00519281,8/27/2013,0,75
16268,USC00511918,8/27/2013,0,75
18198,USC00516128,8/27/2013,0,76
1275,USC00519397,8/28/2013,0,76
4034,USC00513117,8/28/2013,0,73
6432,USC00514830,8/28/2013,0,80
8254,USC00517948,8/28/2013,0,77
10841,USC00519523,8/28/2013,0,74
13517,USC00519281,8/28/2013,0,70
16269,USC00511918,8/28/2013,0,71
18199,USC00516128,8/28/2013,0,78
1276,USC00519397,8/29/2013,0,79
4035,USC00513117,8/29/2013,0.05,72
6433,USC00514830,8/29/2013,0.01,77
8255,USC00517948,8/29/2013,0.05,75
10842,USC00519523,8/29/2013,0.19,72
13518,USC00519281,8/29/2013,0.02,70
